blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
sum-of-all-odd-length-subarrays-Solution.sumOddLengthSubarrays,9,34,8,49,0.7906976744186046
valid-palindrome-iii-Solution.isValidPalindrome,9,34,3,54,0.7906976744186046
word-search-ii-Solution.findWordsRecu,9,34,4,53,0.7906976744186046
check-if-move-is-legal-Solution.checkMove,10,33,2,55,0.7674418604651163
correct-a-binary-tree-Solution.correctBinaryTree,10,33,4,53,0.7674418604651163
count-substrings-that-differ-by-one-character-Solution.countSubstrings,10,33,14,43,0.7674418604651163
kth-smallest-product-of-two-sorted-arrays-Solution.kthSmallestProduct,10,33,4,53,0.7674418604651163
kth-smallest-subarray-sum-Solution.kthSmallestSubarraySum,10,33,4,53,0.7674418604651163
minimum-money-required-before-transactions-Solution.minimumMoney,10,33,7,50,0.7674418604651163
minimum-time-to-type-word-using-special-typewriter-Solution.minTimeToType,10,33,5,52,0.7674418604651163
minimum-time-visiting-all-points-Solution.minTimeToVisitAllPoints,10,33,6,51,0.7674418604651163
permutations-Solution2.dfs,10,33,7,50,0.7674418604651163
robot-room-cleaner-Solution.cleanRoom,10,33,5,52,0.7674418604651163
find-the-winner-of-an-array-game-Solution.getWinner,11,32,8,49,0.7441860465116279
make-a-square-with-the-same-color-Solution.canMakeSquare,11,32,3,54,0.7441860465116279
minimum-operations-to-make-the-array-alternating-Solution.minimumOperations,11,32,6,51,0.7441860465116279
numbers-with-repeated-digits-Solution.numDupDigitsAtMostN,11,32,7,50,0.7441860465116279
surrounded-regions-Solution.solve,11,32,5,52,0.7441860465116279
the-dining-philosophers-DiningPhilosophers.wantsToEat,11,32,10,47,0.7441860465116279
duplicate-zeros-Solution.duplicateZeros,12,31,5,52,0.7209302325581395
find-indices-with-index-and-value-difference-i-Solution.findIndices,12,31,7,50,0.7209302325581395
max-difference-you-can-get-from-changing-an-integer-Solution.maxDiff,12,31,6,51,0.7209302325581395
maximum-subarray-sum-with-one-deletion-Solution.maximumSum,12,31,4,53,0.7209302325581395
minimum-distance-to-the-target-element-Solution.getMinDistance,12,31,5,52,0.7209302325581395
minimum-elements-to-add-to-form-a-given-sum-Solution.minElements,12,31,4,53,0.7209302325581395
smallest-greater-multiple-made-of-two-digits-Solution.findInteger,12,31,6,51,0.7209302325581395
sort-colors-Solution.sortColors,12,31,9,48,0.7209302325581395
sum-of-digits-in-the-minimum-number-Solution.sumOfDigits,12,31,5,52,0.7209302325581395
the-wording-game-Solution.canAliceWin,12,31,5,52,0.7209302325581395
validate-binary-tree-nodes-Solution.validateBinaryTreeNodes,12,31,3,54,0.7209302325581395
determine-if-two-strings-are-close-Solution.closeStrings,13,30,2,55,0.6976744186046512
digit-count-in-range-Solution.digitsCount,13,30,4,53,0.6976744186046512
number-of-burgers-with-no-waste-of-ingredients-Solution.numOfBurgers,13,30,9,48,0.6976744186046512
print-immutable-linked-list-in-reverse-Solution3.printLinkedListInReverse,13,30,4,53,0.6976744186046512
remove-colored-pieces-if-both-neighbors-are-the-same-color-Solution.winnerOfGame,13,30,6,51,0.6976744186046512
ant-on-the-boundary-Solution.returnToBoundaryCount,14,29,10,47,0.6744186046511628
armstrong-number-Solution.isArmstrong,14,29,5,52,0.6744186046511628
check-if-array-pairs-are-divisible-by-k-Solution.canArrange,14,29,10,47,0.6744186046511628
reformat-the-string-Solution.reformat,14,29,8,49,0.6744186046511628
reverse-string-Solution.reverseString,14,29,6,51,0.6744186046511628
sentence-similarity-iii-Solution.areSentencesSimilar,14,29,10,47,0.6744186046511628
traffic-light-controlled-intersection-TrafficLight.carArrived,14,29,10,47,0.6744186046511628
check-if-it-is-a-good-array-Solution.isGoodArray,15,28,5,52,0.6511627906976745
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree-Solution.getTargetCopy,15,28,7,50,0.6511627906976745
guess-the-number-using-bitwise-questions-i-Solution.findNumber,15,28,2,55,0.6511627906976745
remove-interval-Solution.removeInterval,15,28,7,50,0.6511627906976745
find-indices-with-index-and-value-difference-ii-Solution.findIndices,16,27,7,50,0.627906976744186
remove-all-ones-with-row-and-column-flips-Solution.removeOnes,16,27,6,51,0.627906976744186
decoded-string-at-index-Solution.decodeAtIndex,18,25,8,49,0.5813953488372093
string-transforms-into-another-string-Solution.canConvert,19,24,8,49,0.5581395348837209
check-if-array-is-sorted-and-rotated-Solution.check,20,23,13,44,0.5348837209302325
