blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
minimum-non-zero-product-of-the-array-elements-Solution.minNonZeroProduct,7,41,0,52,0.8541666666666666
minimum-number-of-lines-to-cover-points-Solution.minimumLines,7,41,0,52,0.8541666666666666
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls-Solution.getProbability,7,41,1,51,0.8541666666666666
shortest-path-to-get-food-Solution.getFood,7,41,0,52,0.8541666666666666
the-earliest-and-latest-rounds-where-players-compete-Solution.earliestAndLatest,7,41,1,51,0.8541666666666666
count-of-integers-Solution.count,8,40,0,52,0.8333333333333334
count-the-number-of-good-subsequences-Solution.countGoodSubsequences,8,40,0,52,0.8333333333333334
distribute-candies-among-children-iii-Solution.distributeCandies,8,40,1,51,0.8333333333333334
make-a-square-with-the-same-color-Solution.canMakeSquare,8,40,2,50,0.8333333333333334
maximum-product-of-the-length-of-two-palindromic-subsequences-Solution.maxProduct,8,40,0,52,0.8333333333333334
number-of-orders-in-the-backlog-Solution.getNumberOfBacklogOrders,8,40,1,51,0.8333333333333334
prime-pairs-with-target-sum-Solution.findPrimePairs,8,40,1,51,0.8333333333333334
rearranging-fruits-Solution.minCost,8,40,0,52,0.8333333333333334
set-matrix-zeroes-Solution.setZeroes,8,40,3,49,0.8333333333333334
shortest-bridge-Solution.shortestBridge,8,40,2,50,0.8333333333333334
count-k-subsequences-of-a-string-with-maximum-beauty-Solution.countKSubsequencesWithMaxBeauty,9,39,1,51,0.8125
duplicate-zeros-Solution.duplicateZeros,9,39,1,51,0.8125
find-all-good-strings-Solution.findGoodStrings,9,39,0,52,0.8125
k-concatenation-maximum-sum-Solution.kConcatenationMaxSum,9,39,0,52,0.8125
largest-magic-square-Solution.largestMagicSquare,9,39,0,52,0.8125
minimum-cost-homecoming-of-a-robot-in-a-grid-Solution.minCost,9,39,1,51,0.8125
the-dining-philosophers-DiningPhilosophers.wantsToEat,9,39,0,52,0.8125
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence-Solution.isPrefixOfWord,10,38,2,50,0.7916666666666666
count-sorted-vowel-strings-Solution.countVowelStrings,10,38,2,50,0.7916666666666666
count-ways-to-make-array-with-product-Solution.waysToFillArray,10,38,0,52,0.7916666666666666
dice-roll-simulation-Solution.dieSimulator,10,38,0,52,0.7916666666666666
find-indices-with-index-and-value-difference-ii-Solution.findIndices,10,38,2,50,0.7916666666666666
missing-element-in-sorted-array-Solution.missingElement,10,38,1,51,0.7916666666666666
remove-methods-from-project-Solution.remainingMethods,10,38,3,49,0.7916666666666666
apply-operations-to-maximize-score-Solution.maximumScore,11,37,1,51,0.7708333333333334
count-substrings-that-differ-by-one-character-Solution.countSubstrings,11,37,1,51,0.7708333333333334
count-the-number-of-houses-at-a-certain-distance-ii-Solution.countOfPairs,11,37,2,50,0.7708333333333334
find-indices-with-index-and-value-difference-i-Solution.findIndices,11,37,1,51,0.7708333333333334
number-of-burgers-with-no-waste-of-ingredients-Solution.numOfBurgers,11,37,3,49,0.7708333333333334
sort-colors-Solution.sortColors,11,37,1,51,0.7708333333333334
traffic-light-controlled-intersection-TrafficLight.carArrived,11,37,0,52,0.7708333333333334
longest-common-suffix-queries-Solution.stringIndices,12,36,2,50,0.75
maximum-sum-of-subsequence-with-non-adjacent-elements-Solution.maximumSumSubsequence,12,36,1,51,0.75
number-of-ways-to-separate-numbers-Solution.numberOfCombinations,12,36,1,51,0.75
permutations-Solution2.dfs,12,36,0,52,0.75
merge-sorted-array-Solution.merge,13,35,2,50,0.7291666666666666
number-of-common-factors-Solution.commonFactors,13,35,1,51,0.7291666666666666
find-the-occurrence-of-first-almost-equal-substring-Solution.minStartingIndex,14,34,3,49,0.7083333333333334
implement-trie-ii-prefix-tree-Trie.erase,14,34,1,51,0.7083333333333334
reconstruct-a-2-row-binary-matrix-Solution.reconstructMatrix,14,34,3,49,0.7083333333333334
difference-of-number-of-distinct-values-on-diagonals-Solution.differenceOfDistinctValues,15,33,1,51,0.6875
escape-a-large-maze-Solution.isEscapePossible,15,33,1,51,0.6875
find-the-minimum-possible-sum-of-a-beautiful-array-Solution.minimumPossibleSum,15,33,3,49,0.6875
matrix-cells-in-distance-order-Solution.allCellsDistOrder,15,33,6,46,0.6875
minimum-number-of-operations-to-make-string-sorted-Solution.makeStringSorted,15,33,2,50,0.6875
minimum-time-to-type-word-using-special-typewriter-Solution.minTimeToType,15,33,6,46,0.6875
smallest-greater-multiple-made-of-two-digits-Solution.findInteger,16,32,4,48,0.6666666666666666
strong-password-checker-ii-Solution.strongPasswordCheckerII,16,32,0,52,0.6666666666666666
abbreviating-the-product-of-a-range-Solution.abbreviateProduct,17,31,1,51,0.6458333333333334
decoded-string-at-index-Solution.decodeAtIndex,17,31,3,49,0.6458333333333334
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree-Solution.getTargetCopy,17,31,1,51,0.6458333333333334
find-eventual-safe-states-Solution.eventualSafeNodes,17,31,4,48,0.6458333333333334
kth-missing-positive-number-Solution.findKthPositive,17,31,3,49,0.6458333333333334
print-immutable-linked-list-in-reverse-Solution3.printLinkedListInReverse,18,30,2,50,0.625
better-compression-of-string-Solution.betterCompression,19,29,2,50,0.6041666666666666
smallest-missing-non-negative-integer-after-operations-Solution2.findSmallestInteger,19,29,1,51,0.6041666666666666
maximum-subarray-sum-with-one-deletion-Solution.maximumSum,20,28,2,50,0.5833333333333334
minimum-time-visiting-all-points-Solution.minTimeToVisitAllPoints,20,28,1,51,0.5833333333333334
reverse-string-Solution.reverseString,22,26,2,50,0.5416666666666666
remove-interval-Solution.removeInterval,27,21,4,48,0.4375
