case_id,vuln_type,audit_report,input_token_num,output_token_num,inference_time
106,reentrancy,error: gpt4 fail,0,0,17.663631677627563
107,reentrancy,error: gpt4 fail,0,0,17.268436908721924
108,reentrancy,error: gpt4 fail,0,0,17.248703241348267
109,reentrancy,error: gpt4 fail,0,0,17.41064953804016
110,reentrancy,error: gpt4 fail,0,0,17.37257981300354
111,reentrancy,error: gpt4 fail,0,0,17.487188577651978
112,reentrancy,error: gpt4 fail,0,0,17.428839683532715
113,reentrancy,error: gpt4 fail,0,0,17.616721868515015
114,reentrancy,error: gpt4 fail,0,0,17.75377368927002
115,reentrancy,error: gpt4 fail,0,0,17.17510414123535
116,reentrancy,error: gpt4 fail,0,0,17.289580821990967
117,reentrancy,error: gpt4 fail,0,0,17.685126066207886
118,reentrancy,error: gpt4 fail,0,0,17.281222581863403
119,reentrancy,error: gpt4 fail,0,0,17.41263699531555
120,reentrancy,error: gpt4 fail,0,0,17.374715566635132
121,reentrancy,error: gpt4 fail,0,0,17.628498792648315
122,reentrancy,error: gpt4 fail,0,0,17.089478015899658
123,reentrancy,error: gpt4 fail,0,0,17.221816062927246
124,reentrancy,error: gpt4 fail,0,0,17.151705026626587
125,reentrancy,error: gpt4 fail,0,0,17.121598482131958
126,reentrancy,error: gpt4 fail,0,0,17.154705286026
127,time manipulation,error: gpt4 fail,0,0,17.367980241775513
128,time manipulation,error: gpt4 fail,0,0,17.41551899909973
129,time manipulation,error: gpt4 fail,0,0,17.165599822998047
130,time manipulation,error: gpt4 fail,0,0,16.887075662612915
131,time manipulation,error: gpt4 fail,0,0,17.415079355239868
132,short addresses,error: gpt4 fail,0,0,17.460649013519287
133,denial of service,error: gpt4 fail,0,0,16.884368658065796
134,denial of service,error: gpt4 fail,0,0,17.049729108810425
135,denial of service,error: gpt4 fail,0,0,17.25981616973877
136,denial of service,error: gpt4 fail,0,0,17.123815774917603
137,denial of service,error: gpt4 fail,0,0,16.95563054084778
138,denial of service,error: gpt4 fail,0,0,17.72717785835266
